Text,Class
Went up to Nike Site Summit where the Anchorage 'Christmas Starbuilt by Army soldiers shines between Thanksgiving,2
"RT BREAKINGLufthansa to cut 22,000 jobshalf of them in Germanypending approval from unions.
…",2
"Water action on Lake Hood Seaplane base..it gets super busy in the summer
#avgeek #aviationphotography",2
RT Watch as the F-15QA is painted in its custom liveryThe most advanced #F15 fighter jet ever builtthis aircraft and…,2
 _Spotter They lost the caseBoeing won so we'll see who got them.,2
EVA Air 747-400(BDSFNov 2018 on final 7R into ANC before they retired their 747 fleetIt lives on as TF-AMR oper,2
_Spotter I read somewhere they lost the caseBoeing already found a new customer for the heaviesHope they get their deposit back 🤭,2
_Spotter Didn't they sue Boeing for their back and forth on orders they had paid a downpayment for?,2
 Thank you,2
RT Throwback to Istanbul 2016 this was the highlight and probably my rarest catches to dateSudan Government  An-…,2
 There is also a white 757 VIP one that stops here toosame route,2
RT “Did I make the right career decisionBut if there's a treatment center for airplane addictionwe'd all check in at t…,2
 I think it's VIP charterFrom England via KeflavikBoeing FieldAnchorage to Osaka.,2
When United had their inaugural 737-9Max flight from Houston to Anchorage for their summer schedule7hrs is a loon,2
  The world is endinglol 🤪,2
RT ✈️WATCH The World’s largest aircraftthe #Antonov #AN225 at #shannonairport  bringing Irelandslargest consignment of…,2
RT Our customised schedule is regularly updated on our website and via our appVisit  on where we ar…,2
RT #Ethiopian repatriated more than 200 Indian citizens from NamibiaZambia &ampZimbabwe to Delhi and Mumbai ,2
View of Rwy 33 takeoffs from Lake Hood Seaplane base in Anchorage with the Susitna mountain 'sleeping ladyin the,2
RT Meanwhilein Nigeria 💪✈,2
 It stops in Anchorage sometimes from Boeing Field usually heading to Osaka,2
_southerden Coolhope the weather will be nice to catch it,2
 Ahthat makes sense.,2
Atlas Air 747-400BDSF N473MC Avherald Report on the hydraulic failure after takeoff groin Zhengzhou bound for Ancho,2
  Saw it's headed for BakuAzerbaijan,2
RT  That’s the same aircraft that visits Yokota Air Base occasionally,2
 Does a lot of military charters..seen it at PAED too.,2
"RT ⚡“GenBrown confirmed as 22nd CSAF”

",2
"RT SnapshotGulf Carriers 👇🏽

Etihad Airwaysredundancies for crew&ampsalary cuts up to 50until Sept

Emirates set to c…",2
 Very calm boss and 3rd generation military..his dad was a fighter pilot Colonel and granddad served too.,2
"_Jerry Yep,Tower told them to contact Elmendorf on Channel 2",2
"A Beaver DHC-2 taking off from Lake Hood Seaplane base 
#avgeek #aviationphotography #planespotting #aviation ",2
 Hydraulic 1 failure,2
_Jerry Okthat makes senseThey were asked to contact Elmendorf on a different off air channelProbably,2
    _Tanker Thank you,2
  Ohinteresting.wealthy venture,2
 Hahathey all have their tie downs hanging,2
 Heathrow has quite the worldwide collection of airlinesLast time I transited thru there was a Brun,2
 None when I was there..didn't catch the Grumman G21A I was looking for.,2
 Thank you it's generally coolIt never gets really hot70s on a good year sometimes coolerIt varies every year.,2
The world's largest seaplane base is open for business..travel is being complicated by the 14 day quarantineBut y,2
RT Awful news from  today where a large number of A380 and 777 pilots have been made redundantThoughts with eve…,2
RT 727 likes to take its time ,2
 Huhheard the Mriya broke down in Almaty,2
This Atlas Air 747-400(BDSFN473MC  squawked 7700 after departing Zhengzhou for Anchorage #5Y4402 earlier todayI,2
 Good to know,2
RT 12 years ago RIP son .❤️🇬,2
 I'll need to try it!,2
" We did afternoon tea at the Peninsula the other day Have you been there,",2
  Pretty much Just for verification purposes!,2
 Verification only.,2
It's the leaning tower of Lat/Long#ups61 ,2
 On occasion.,2
Penghu is the name of an archipelago situated off the west coast of Taiwan in the middle of the Taiwan Strait The,2
 Thank you!,2
 Thank you!,2
   _ThePilot  Beautiful plane.,2
 We had 4 total They originated out of Germany.,2
_hooz Guess I need to make a trip to MUC!,2
_hooz I need to read up on this.,2
Is it me or does wine taste better in a glass,2
_att Minor differences It's quieterhas an electronic checklistcup holder for my coffee:)moving map (,2
 Thank you!,2
 Thank you!,2
 Thank you for your kind words!!!,2
 Ever notice most of these reckless stunt videos are flown by one of the two genders :),2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank youfor your kind words!,2
 Thank you!,2
 Thank you,2
 I couldn't look at :),2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
 Thank you!,2
_T_Pilot Thank you_T_Pilot!,2
 So you like Colin:),2
_G ...my dad:),2
 Awe Thank you for sharing What a gift!,2
So to him and every father like himI wish you a Happy Father's Day!,2
...taught me to swimread electrical diagramswire outletsfix carsfishcampshoot gunsread mapsride mot,2
I am really blessed to have an amazing dad who loved me unconditionally He was the type of dad who would rush hom,2
 My favorite passage in the Bible We hung that Scripture on my daughter's crib to remind us that a,2
  Happy Father's Day!,2
  Beautiful!,2
I owe much of my success to my company#upsfor believing in me Special thanks to  of #bmo for invi,2
I would not wish this upon anyonebut this is my journey and this is what made me the person I am today Life is,2
"YetI felt something inside me that said""this is your momentown it.""With a background in scienceI spent 10",2
Althoughthe topic of the podcast was about life as a cargo pilot during the age of Covidthe topic turned midstr,2
 No Here till Tuesday Then Taipei.,2
My view this morning,2
I really have the best friends,2
RT Today marks 25 years of flight for the 767-300 Freighterthe very first went to There are 175 of these…,2
  He is amazing!,2
 Oh no I'm so sorry Thank you for trying!,2
 I agree!:),2
Vacation is over:Let's go to Hong Kong.: #ups78 ,2
Cool shot,2
RT New plane for  ,2
 It's another qualification that requires training and a check ride.,2
Just another beautiful summer day,2
  Congratulations Christina!,2
 A glimmer of hope!,2
"Talkeetna is roughly 84 miles from MtDenali It stands at over 20,000 feet #k2aviation ",2
 Love it!,2
"Recall the show""Northern Exposure?""Althoughit was not filmed herethe fictional town of ""Cicelywas modeled",2
 Nah I prefer to be a commoner:),2
Made it to the NPole Surprisinglyno snow,2
 He was on the side of the road.,2
Mommy Moose and her newborn,2
"Exploring a Mulan Each of us was lowered 15 feetto see the internal water fall and blue ice 

One word""Inde",2
Truly an exercise of will We all made it to the top,2
As a parentmy passion has been to show my girls the world they live in and to give them the tools they will need,2
The main reasonwe elected to take a 100 mile detour to a very remote place in the Wrangall-StElias National Par,2
 Better than many of the countries I visit.,2
 May and June are normally are dryer months.,2
 Road is ok Temps between high 40's to the low 70's.,2
 They actually just opened it ,2
 You haven't seen nothing yet Wait till tomorrows post.:),2
We are in the midst of some of the largest mountains in NAmerica Somehowprospectors from 1900 discovered mala,2
 Longer,2
This morning we left our motorhome in Chitinato catch a ride to a very remote location calledKennicot Populat,2
 Small hands?,2
 It's not as dangerous as you think Just takes the right equipmentprofessional guidesand a will,2
Stark contrast between Columbia Bay as we moved into Heather Bay,2
One of the most amazing sights to see on our kayak trip,2
 Low riskbased on the forecasttide and location.,2
 Nope,2
 Let me know when.,2
"The large holding tanks on the other side of the harbor is the end of the Alaskan Pipeline Each tank holds 500,00",2
 Low 40's.,2
 I would love that!,2
One of the coldestyet exhilerating adventures we've ever donekayaking in Columbia BayAK A must see,2
_david Yeswe carry spray  Nowe did not see any.,2
_Clarkey No way How long?,2
Incredible viewWent on a 4 mile hike up to Solomon Lakewhich is roughly 700 feet above sea level,2
"I have a lot of friends in the African American community Many are like family

When they hurt I hurt!",2
 Some are which is why we opted to camp.,2
Valdez is the southern terminus of the trans-Alaska oil pipeline It is located near a deep fjord in Prince Willia,2
 Later in the week.,2
Traded in my 18 wheeler for a 10 day trip around Alaska,2
"  You forgot the ""are""!:)",2
 Incredibly heartbraking.,2
 They are.,2
 Of course!,2
My daughter's wanted a puzzleso I did what any parent would do and bought them a door#girlpower ,2
   ThereOr Their?:),2
 Can we trade?,2
 So cool,2
 Lots of bikes.,2
Where else can you share the walking path with bikescars and planes,2
_D31  Heartbreaking!,2
We need more of this,2
 Did I miss something?,2
_H Not on one way oceanic tracks.,2
_bhasin Love pink You look stunning!,2
  The pylons connecting the Soviet made space shuttle attached there.,2
  UkraineI believe.,2
  Are you referring to the two humps on top?,2
RT The AN-225 has become a regular in Anchorage..never thought I'd say that but it's trueInbound from Toronto heading to Tianji…,2
"RT ""Antonov Design Bureau 305 Foxtrot Super cleared to land Rwy 15
Captain D Antonov cockpit videos are even better..Lots of Uk…",2
We're getting to see this a lot up here lately Great photo,2
   Incredibly done!,2
@_ellis_77 I prefer the -8.,2
 Thank youMatty!,2
 Just another normal day in the cockpit!:),2
_Nerd  Nice!,2
_WI Thank you for your kind words!,2
     Look forward to it.,2
"RT Toronto #avgeeksAntonov AN-225 approach and landing in YYZ from the cockpit
#avgeek #aviationphotography #planespotting #avi…",2
We needed something to cheer Well done,2
 Only for a radio check when crossing a FIR.,2
"RT AN-225 departing Anchorage for Torontoviews from the cockpitI think I saw  from his front row seat
#avgeek #avi…",2
 We have roughly 4 hours of twilightbut it does not get completely dark.,2
What this photo doesn't capture are these massive mosquitoes that are bombarding  and the rest of us.:,2
It was just before midnight when the An-225 lifted off from Anchorage last evening,2
This is my amazing friend  who shares his love of flying through the lens of a camera/video many of you hav,2
My turn to capture  doing what he does best!:,2
 Ahnope:),2
  I had to do some digging for your answer According to [ICAO Doc 7030 Amendment 1§,2
_THIRTEEN  I can neither confirmor deny:),2
_ncl On occasion.,2
_risk The other 747 kept the lead We took 2nd The 76 took third.,2
 The autobrake system disarms when the aircraft enters the flight mode We won't set themtill we re,2
 I'm sure there isbut I've not checked it out.,2
 I don't have any on this phonebut I believe  has a few he maybe able to share.,2
 Any idea when it is leaving?,2
 Same altitudesdifferent track.,2
 They're one way tracks.,2
 Very smooth.,2
_Collection We passed the 76 as their cruise number is slower.,2
 Yesbut we correct for it.,2
"_girl Oh GeezNot this again🤣

Yesthe plane takes off in the normal takeoff distanceWheels are free-",2
 _Dumpster Ignore the conveyor beltWheels are free-wheeling and not connected to a drive train like,2
   I believe itOnly a few of our senior techs remember itCrews with type r,2
  We were always told the DC in DC-8 stood for the Douglas Cable company😀,2
  I’m guessing a nearly free (in aviation dollarsairframe and high profit freight make it viable.,2
  True factNo speed brakes on the EightIn a pinchwe could deploy the inboard reve,2
"_Dumpster Oh GeezNot this again

(Yesthe plane takes off in the normal takeoff distanceConveyer belt is a Red Herring).",2
 Aviation in Pakistan needs to be shut down until they sort this outThe crew on last month’s flight,2
 YepWe flew the Six from Louisville to Ft MyersAutopilot with GPSS and IFR is pretty darn close to ai,2
In these unprecedenteduncertaindifficultand trying timesit’s unsafe to share M&amp;M’s with others Enjoy all,2
_Mike Same flavorDifferent colors.,2
 Makes you feel like a 747 driver😂,2
 #Twister2 needs more flying cowsAnd sharks🤣,2
They’re really goodPeanut M&amp;M’s with just a hint of coffee flavor,2
  Carries more weight and apparently flies ultra long legs extremely efficientlyC,2
 I haven’t tried them yetBedtime snack😁,2
  Our 777 is the 747-8Flies a lot morea lot farther.,2
 Not yet.,2
_o_flight “Share sizeis so subjective😁,2
 Just bought them at our Louisville Targét (along with “Fudge Brownieflavor”😀,2
  I seem to remember hearing a while back that the pax A380 wouldn’t work for cargo,2
Share Size I don’t think so,2
  Me tooIt’s an interesting choice for an airplane regardless of the mission.,2
 What kind of Hershey bar?,2
  Holy cow! It’s aliveIt’sALIVE!,2
 Outstanding👍🍫,2
RT This woman on the news just saidimagine if there was a medication that reduced your chances of getting COVID by 5x.…,2
  Vortex GeneratorsCoolI’ll have to look up the article!,2
 RightI’ve read several comparisonsWish I could provide an objective opinion.,2
 No need for inflight refuelingThere are plenty of airports with fuel pumps (and restrooms).,2
 The plane already had VGs installed and this is the only Six I’ve flownSoI don’t have a basis for c,2
 I shot two GPS approaches with it todayLoading approaches is a breezeMaybe because I have an updated,2
 I really like my GNS-530It’s datedbut still a great little box.,2
_christensen I was on an IFR flight plan so it was legal for me to be in the cloudsATC very helpful allowing e,2
When I started flying 35 yrs agoI never imagined having this sort of tech in a small planeAlmost-live weather o,2
"Flew about 7 hours in the Cherokee Six todayLots of fluffybumpy clouds to maneuver around☁

Here are two ti",2
 Too many engines for meI like to keep it simple with the 767!,2
"The rise and fall of technology.

Looks like the best bet was to sell Blockbuster stock in 2003",2
 Baby steps😀,2
"Kudos to the Lee County Port AuthorityFort MyersFlorida.

Dedicated #AvGeek observation area and instructions f",2
Kelly is truly an inspiring and amazing personGlad I can call her a friend (hard to believe it’s been nearly 20 y,2
 I didn’t see any sea glass (I was looking for it!),2
 I don’t know who it belongs toIt flies to events and they sell ridesBeautiful restoration.,2
 ExcellentLove the Guppy👍,2
_blue Me too👓,2
My dad was a Navigator on the KC-97Now he’s my copilot on the Cherokee Six,2
_clayden KC-97 Navigator in Strategic Air Command.,2
_blue He wanted to be a pilotHe was a Navigator on the KC-97 in the Strategic Air CommandEyesight kept him,2
Happy Father’s Day to my dadThis was taken a few years back on the AA Flagship DC-3 at the Bowman Field Aviation,2
 Thank you❤️,2
 Bonita Springs,2
 Excellent guess!,2
 That’s greatAlways leave room for souvenirs!,2
We picked up a few shellsI may need to rework the aircraft Weight &ampBalance to get them home,2
RT HOKEY WEATHER FACT is one of 45 airports that has a dedicated Doppler radarThis network was developed…,2
_Guru  LOLThere are a lot of boats out thereAll seemed to be taking the same routesAnd all,2
_den_hartog It was great fun!,2
 It was fantasticLoved every second of it!,2
We did some low altitude flying today.. on an airboat skimming through the Mangrove canopies of the EvergladesP,2
_Guru Al Haynes is another exampleAfter the accidentresearchers figured out how to automate what he and,2
  _rick The video is authenticMD-80 and DC-9 did that all the time.,2
  No way can my bladder last 106 gallons of flying 😳We flew 2:45 to central Georgia and w,2
  I read all sorts of horror stories about 4 tanksI decided to go with an older model wit,2
 KFMY is excellent.,2
"_pdxduck 9,000 feet",2
"_fred That was at 9,000 feet.",2
_Jeff He really likes flyingAbsolutely loved it when we were skimming the cloud tops then went in the clouds.,2
 We skip the warm towels in the summerNo air conditioning (until we climb to around 7-8 thousand feet,2
 I agreeWe really enjoy it.,2
 I know what you meanThe countdown timer on my Apple Watch is indispensable for fuel managementI u,2
 That’s an excellent ideaHalf tank trip.,2
 It’s exactly why I got back into small planesFly when and where we wantI had forgotten how nice it isMy wife is hooked.,2
 That’s what I doApple Watch timer for roughly the time I need to think about changing tanksI mad,2
 It’s a super simple symptomAll 4 tanks go to a fuel selectorYou pull fuel from inboards 1stBack an,2
 Not really weirdJust different planning and executionWe woke up at 4:30 am to arrive in southern,2
My son’s learning to manage the fuel in the 4 tanksThis older model has a higher number of fuel exhaustion incide,2
 Wife boards first and has first choice of seatsShe’s made it clear that she’s in charge and I’m just the pilot😆,2
We brought our own Biscoffs to make it feel more like Delta Comfort+®Definitely more fun than Delta,2
"We flew the #CherokeeSix from Louisville to Ft MyersFloridaOne 30 minute ⛽️/stop in Georgia

Average ground",2
   MarkyMark’s tweets are exceptionalHis blog is really fascinating as well.,2
  What a machine!,2
Scroll through ’s feed for some amazing non-aviation Alaska picsAmazing road trip,2
"RT HOKEY WEATHER FACTDid you happen to see this RARE cloud over #Louisville yesterdayMany did and sent in photos☁️

M…",2
  I like #2 as wellI knew Ryan would come up with a better explanation.😀,2
       I saw that onetoo!,2
I just voted (absenteeby mailThis is an important primarythere were special elections in my district.,2
  Hi NikhilI don’t understand your question.,2
RT The world's largest seaplane base is open for business..travel is being complicated by the 14 day quarantineBut you can test…,2
_Jerf  NopeIt’s a different type of flyingOne type not necessarily easier/harder than the oth,2
_Austen  ThanksIt’s fun to fly.,2
_Austen  That was usWe didn’t stay long enough for the hotdogsIt was getting hot and the v,2
"A few clips of our flight from Louisville to BataviaOhio and back in a Cherokee Six.

Video shot by",2
   Right?That’s insane stuff.,2
"Flew to BataviaOhio this morning with  to visit  Pilot Shop

Pretty good day when you can",2
"  Crazy Woman😀

Is there a Crazy Man Vortac somewhereThere should be.",2
 I haven’t heard anything.,2
 So sorry😢,2
  _rick YepReminds me of EFDGlad we left that place.,2
"  _rick PenangOne of my favorite runways

Nice photo👍",2
  YepYou really can throw 6 in and fly to brunch.,2
  YepVGs on top of wing and under stabilatorOne of the things that really appealed to me ab,2
  _rick It is such a different gameI’m still (re)learning everything I forgot about small planes.,2
_nik I use ForeFlight for iPadCurrent chartslive trafficweatherand more.,2
  I read about 2 notches of flaps elsewhereI’ll play with that a bitI was pretty lightJust meinboards empty.,2
  _rick Fault not always one or the otherIf nothing brokenmay only be an internal,2
 Thanks TarahGlad to be doing real flying again!,2
  _rick A few nice compressor stalls there.😳,2
   Depends on the facilityWe don’t have them in Louisville.,2
 That is exactly the problem I’m havingPerfect landing at BardstownThen back in Louisvilleperfect app,2
 _rick OhhhNot goodHydroplaningA LOT of water on that runwayTires riding on a thin la,2
 LOLNo worriesI’m not too proud to take free adviceSometimes an obvious reminder might make the ligh,2
 Always good advice👍,2
 They are faily common now.,2
 It needs auto spoilers🤣,2
"Finally had a chance to fly the Cherokee Six todayIt’s been a while

Nowif I could *justlearn how to land t",2
_briann    I read it allI like the SR22 and have a few hours in on,2
"_briann    Y’all might want to review FAR 91.3

You’re PICEVERY",2
   PIC emergency authority“I decided that landing on the sod farm was saf,2
 _ra    Thank you!,2
 _ra   Thank youIt was a fun time to be at UPS and a fun article to write.,2
_justJR  _girl   YepHe just kept digging in deeperI asked aroundNo,2
_ra   Holy cow!,2
 _ra    ThanksYesdefinitely odd to see a brown tail at a jetway!,2
_girl    It was a couple years agoAlaska Airlines “captposting info abou,2
_ra    You have a cool accountWhere do you get all your materialPost cardsadsetc.,2
RT _raSunday Flashback When  flew passenger/charter serviceOld safety cardpostcardand brochureTag a UPS f…,2
_ra    Great picsIf you want more information about our old pas,2
 _girl   Oh yeahThe “AlaskaguyHe was crazy.,2
_girl   He’s having a rough day,2
        ,2
 WowReally niceWorks perfectly on the iOS YT app👍,2
 New cargo planes definitely have a new plane smell😀,2
"RT The ""A590track is a heavily traveled one way route between Japan and Alaska To accommodate this demandaircraft are stac…",2
   The more cards the betterUntil it was had to pedal.,2
_girl   I need to show my teenage kids thatThe ultra eye rolls will be worth it😀,2
     That would be coolKelly and I could debate which gatew,2
"  This is the adult version of attaching playing cards to bicycle wheels with clothespins

Who did that as a kid👋",2
"  Hi Andrew

Here’s a thread I did on the new -8 freightersLots of photos.",2
_NO_LIFE Giveaways would be funUnfortunatelythere are legal issues and shipping feesI don't make money from,2
 It could be😆,2
 Sorry🙁,2
 SorrynoUS only,2
 Not sure I understand your tweetThis is an active aircraft (I fly it frequently).,2
 Great bookMovie was a little disappointing.,2
_Quint Been too longI honestly don’t remember the good parts.,2
RT . MD-11 on final to BFI this afternoon#AvGeeks ,2
_Quint Epic and completely believable😂,2
 WhoaLoud and clear.,2
  HaLOL.,2
 OhI’m not an AF bratMy dad left in the early sixtiesI’m an electrical engineering brat.,2
 It could happen😆,2
I always enjoy The Great Waldo PepperAnother fave.,2
 American Made is quite good.,2
 Excellent one!,2
" Strategic Air Command is fun

My dad was in SAC when it premieredThey showed it on base (KC-97 tank",2
@_a_m_greenMemphis Belle was pretty good.,2
 I just watched Fate is the HunterDisappointedRight Stuff is excellent.,2
 I forgot about that oneA little Hollywood cornybut good.,2
