Text,Class
I'm missing you babe. but as long as your alive I'm happy.Yawwwnn.I'm tired my love imma try to sleep hopefully you had a headstart,1
Agh...snow!!,1
i miss kenny powers ,1
 Thank you for letting people knowbut now I'm sad that the direct message I got wasn't actually from Bridget ,1
...andIndia missed out its 100th Test victory n 10th consecutive win without a loss,1
 I guess that's a no then,1
sadly is going to bed,1
 Shame to hear this Stephan ,1
 heyi'm leavin in the morning..,1
Was intending to finish editing my 536-page novel manuscript tonightbut that will probably not happenAnd only 12 pages are left ,1
laid around too much today..now my head hurts ,1
 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the endHmm those are easy books.,1
my nokia 1110 died. ,1
My mom might have breast cancer won't find out anything forLike a week I'm so worried,1
Going to sleepHoping tomorrow is a better day,1
 lol.wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,1
 that is lame ,1
I don't understand..I really don't ,1
HEROES just isn't doing it for me this season..,1
Living not downtown sure isn't much fun ,1
 Not calorie wise   I wish junk food was calorie freeI ate a thing of sour skittles and a big ass cherry coke!,1
Man Work is Hard ,1
getting sick  time for some hot teastudyingand then sleeeep,1
Getting eyebrows waxedMore pain ,1
No phantasy star yesterday  going to work...,1
Oh Just got all my MacHeist 3.0 apps sweetDidn't get the Espresso serial no though although they said they sent it oh well ,1
Picked Mich St to win it all from the get go Was feeling pretty good about that pick all the way up until......tonight A's lost too ,1
is alone downstairs...working ,1
I feel bad for doing it ,1
 is it just meor she hates anoopi mean seriouslyshe's kinda mean to him,1
 yes sprint has 4g only in baltimore and chicago so far ,1
I'm stuck awake in the middle of the night for the second day in a rowAnd I felt terrible yesterday,1
Thanks for bursting my bubble ,1
Going to school soon..can't find anything to wear!gosh it's so hard ,1
 I was serious  LOL,1
 I had on my page for sooooo long!!Until it got deleted  Sad day in history,1
Crazy wind today no birding  ,1
currently at work.,1
Grrr.my ipods acting weird tooJai ho and thinking of you aren't playing the full songs.ughh,1
 send me the DVD cos I have missed out on heaps  NOT happy about that!,1
i don't see the big deal with this website ,1
 I'm so sorry you're having to go through thisAgain #therapyfail,1
 Far too out of the way for rail any other tips?,1
I'm not still up I swearWhy do I keep losinggaininglosinggainingtweeps So heart wrenching.,1
Today I realized I am too good at hiding thingseven I can't find it ,1
Staying at a friends house...house sittingneighbors are SO loud-having a party ,1
 danny im upset that i wasnt here to watch the live chat  i was in a carfor 3 hours on a trip im soooo upset!!,1
Check out my mug  ,1
Borders closed at 10 ,1
Downloading NIN's new album &quot;the slip&quotwhen the hell did this come outI'm so behind the times these days ,1
Just woke up an already have written some e-mail..I've to go early at University today as I have to teach at 8:30 AM,1
is watching the hill .and its making me sad ,1
So many channels...yet so so boring..lazy day again  may have to find a hobby,1
 I miss my buddy  ill be in NY on the 25th,1
  love the frenchI tell people here in the south i'm qtrfrench and they snarl at me french are beautiful people,1
Opps.As I said.I still got one day remain and now problem come ,1
I activated my Selfcontrol block earlymeaning I can't check out the new QC Regularizing my internal clock is might be difficult#fb,1
  oH NO,1
spencer is not a good guy,1
 What about Reese dying on #TTSCAnd season finale next week #24 boringMadame President is a crazy woman.,1
" I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well ",1
didn't get shit done today i'm so screwed ,1
wanttss to go out ,1
Is not going to sleep tonite,1
too worried and tired to post tonight ,1
couldn't get shit done today i'm so screwed ,1
Job Interview in Cardiff todaywish me luckGot about 3 hours sleep ,1
 Your show is whackWay worse than whackit's wiggety-whack   :*(:*(:*(,1
 I really don't think people choose to be that wayBut I think he chose not to accept my family's help   He might be dead by now,1
 You're going to kill mebut I've not seen DS9I've been waiting till I can do it in one solid week sitting,1
 i think ur right!hahaha!4.5 hrs now!,1
i hate to see the spartans so sad ,1
My mind and body are severely protesting this &quot;getting up&quot thingHad nightmares to boot ,1
 I'm gointo follow usince u didn't  LOL  GO ANGELS!,1
 ,1
 I think I want to read some books but the library doesn't have them ,1
My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,1
Kind of longs for the bus that shows up at the end of Ghost World right nowUgh,1
 but this is canada  canada is weirdwe're supposed to get snow through wednesdayugh.,1
Awwh babs..you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot O-I like the look of the new transformer movie ,1
sad that the 'feetof my macbook just fell off ,1
I'm gonna get up late tomorrow and it's 132am hereI gonna get tipsy by my lonesomeThat's...that's just sad ,1
I'm sweating my forthcoming trip to E3 If I can't find someone to crash with while I'm out thereI may be screwed ,1
Has now gotten somebody to read his tweetsbut cant get them to make an account,1
  omgawd i couldnt handle my cat being in heat all the time DD:,1
 I hope i can make it to the auburn showbut its not looking good for me ,1
_Henrie *thats people mag haha i couldnt fit it all in.i dont think those pictures ever made it in the magazine tho haha,1
 Congrats! i totally forgot to submit photos ,1
 awwwGood luck Paula!Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing xxx,1
 now your leaving me  ...-gets sad-,1
I miss you twitterMy phone brokenow I'm using a stupid Nokia phoneUghhhI miss my advance phone,1
SHOOTING OUTSIDE MY HOUSE :O NOT KIDDINGSo SCARED ,1
Tuesday�ll start with reflection �n then a lecture in Stress reducing techniquesThat sure might become very useful for us accompaniers ,1
What tragedy and disaster in the news this week ,1
yes yes still trying to find a picture that will upload correclty.,1
Why oh why was the Red Sox game rained outI was so looking forward to opening day ,1
I still can't find my keys,1
 I know rightI dunno what is going on with twitter,1
might be getting a sore throat again ,1
   my home townMy mammy called all depressd Pls explain y a parent let their 8yr old child walk aloneHelloIts 2009!,1
 I think I need to find better anti-depressants I think this Paxil/Wellbutrin combo is losing its efficacy ,1
 Restaurant called WoodNTap has competitive eating tourney round tourney timeWe place 2nd ,1
is in the bathroom..wake up lakin,1
 i want tacos and margarhitas  telll gay i say hello&lt;3,1
im lonely  keep me company22 femalecalifornia,1
bad day at the betfair office ,1
I miss him Can't wait to celebrate the Tar Heel win this weekend though!!,1
I'm really coldI don't want to go to sleep yet but there's nothing to do ,1
 is this it 4 uIts officially over 4 me this go round,1
monkeys??i just found out you my twin and you wont even write back i'm heartbroken,1
_om Aww  I know I felt like that yesterday at work ,1
 treaty isn't defined ,1
missed Brent at praise band  No fun to not have the your lead guitarist &lt;pout&gt;,1
 poor john  this is what happens when you play with fruit and a microwaveSeriously though HAVE you seen a doctor?Xxx,1
Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 Itshout out to u courts,1
   ,1
New video card is DOA,1
feeling lostnaked and confused (JKsort of).....no iphone for me,1
Damn i am so late at filling this appraisal formpeople have almost sent it .i was so occupied in work ,1
missed Brent at praise band No fun to not have your lead guitarist&lt;pout&gt;,1
i think to much on the pasti cant change iti deserved so much more then wat i got..but why am i still thinking about him  gah,1
has lost his ringIt's no-where to be seen ,1
 Ooooooh*sealclapSeeI download shitloads of zip folders off 4chanI have no internet moneys FUCK YEAH ALICIA &ampMIKEY.,1
Is still nursing my Nile but glad he is feeling betterI hate when my baby is sick ,1
Is fucked to go back to IC ,1
 yoyoyomy internet has been rude tonightit JUST reconnected and I'm about to go to bed,1
 well i have uni stuff and netball  but after netbal if i've done uni stuff we can,1
 Me too I is poor ,1
help me forget 8th april &amp13th july,1
dierks bentley is cominto columbusOH!i wanna go so bad ,1
i have to take my sidekick back,1
 congratsI'm totally jealousonly wish my XM was working ,1
gr8t my face is very itchy ,1
poor socks  luvvvvv the golden retriever!I want one sighhhh,1
I just saw that they found that Tracy girl in a piece of luggage..How fucking terrible ,1
Aaaaand the nausea is back,1
 ooh I�m excited and not even going 2 be there  long love YOUTUBE!,1
spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..,1
  i agree..the jobros dont update theres very often ,1
 it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link ,1
 OOOOOOOO who with(im not neither but thats because i need to study  ),1
Haven't tweeted nearly all day  Posted my website tonighthopefully that goes well  Night time!,1
 I miss bentley ,1
seriously needs to finish these job applications ,1
My son Vincas is sickso I stay at home  Just three tense days at workand I am back on holiday with kids,1
WhingingMy client&amp;boss don't understand English wellRewrote some text unreadableIt's written by vgood writer&amp;reviewed correctly,1
 I don't want him to ever punch me ,1
sooo sick of the snow  ughh,1
_NEMESIS ------,1
 it doesn't work your fan is upset ,1
I would like to apologize for the repeated Video Games Live related tweetsI am going to have a stern discussion with Koodo soonStern,1
 but i cant figure out how to get there back pay for a hotel etc ,1
FMLSo much for senioritybc of technological ineptnessI now have to &quot;register&quotfor classes AGAIN ,1
feels like she slept the day away   Not looking forward to any more bouts with my gallbladder At least I have pills now for the pain.,1
 but what I really want is my old bass back ,1
Mad tired today..Callin it in early tonight  nighty night twittas,1
Take it easyand be good to you,1
I'm afraid I had bad code,1
Think I'm going to bedGoodniightI hate this ,1
  i'm herefriendand i love you.,1
  All this time you didn't notice I was gone...just needed DB2 is it??,1
 is in the bathroom and i have to pee   ,1
 but I wanted a margarita too,1
 yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,1
Just called Hillsong again they said they couldn't tell me where I was on the waiting list I don't know if it's looking so good ,1
has 0g of milky bar leftand around 200ml of coke ,1
 It stillllll hasn't arrived ,1
MraowI feel like dancingbut first art school wants to rape me some more,1
 ahI bet it does I've been like craving to play softball or basketball !!But I have noo time ,1
Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ,1
amazon s3 plugin not worked in my website it need PHP 5 but my hosting provider has only PHP 4.4  very sad.,1
ArghI was suuuper sleepy an hour agonow I'm wide awake Hope I don't stay up all night:-/,1
 I wish I was Sold out   If you have some time let me knowI would love to hear more about what you are up to!,1
Just watched tropic thunderDreading tomorrow ,1
 no...he's still miss'n..,1
ChiefDelphi is down ,1
 according to my broour new puppy had a poo fight and was covered in poop  (picture stolen from him),1
playing game at homemy new boss didn't call me yet..,1
Su yin Huen tweeted I feel unbearable guiltI made my staff cry  ,1
Poor Joshy is sick??  those damn tejanos!,1
My thoughts are with Sandra Cantu's family at this difficult and sad time ,1
 I knowjust wanted to let everybody know what was happening  ,1
Michigan who I don't know them                  *sigh  Shameful!,1
i have to fill two hours ,1
 so cuuuteheyi miss you na its not the same not seeing you girls everyday ,1
 OhDid I mention it&quot;Gooooood Moooorniiiiiiing&quot from GermanyIm back in my cage....or better...my office ,1
throat is closing up and i had some string cheesenot a good idea ,1
AwwSandra Cantu is found dead in a suitcase  Missing children stories never seem to go goodPoor family.,1
wishing i was home underneath my covers ,1
walking home from school drains all my energy ,1
 I agreeThe shapeshifting is a copoutI was so excited for Angela's epI thought it was this week Noah was awesome tho!,1
 DangI would have done this if I knew it was there earlier Any other outings planned?,1
I wish I was better at writingIt's taking me so long to write this paper,1
..and of course..I have access to my Halo 3 Mythic Map Pack re-download.but bad news.not the Legendary Map Pack..ugh.600MS..,1
 ...not yet unfortunatelyanother few weeks I've been told  How are youI've been a little bit busy with my latest project.,1
 Ha the sun's already gone ,1
day 2a lot harder than day 1let's see how day 3 goes tomorrow,1
My man crush Jake Peavy let me down  #gayforpeavy,1
 megafast tripyou have time during day tom/wedsOryou going out tonightWant to see you badTried to warn youtech fail ,1
michigan state you make me sad ,1
omgmy mouth is in so much pain  i just wanna sleep untill its time to take my braces off.,1
getting annoyed easily today  &gt;&gt;&gtbiofuel proposalgetting annoyed easily today  &gt;&gt;&gtbiof.,1
 Hey girlThe site is back Girlyvue is back and they have even more videos,1
 i'm spending time with my grandma early tomorrow and i can't leave skittles by herself,1
just got home from watching Michigan State get tromped  ,1
Oh jew-busTwo years worth of classeswork is ALOT to organize &gt;_&lti'm not finishing tonightit's not possible...my bones ache ,1
 no exchanging for memy laptop hasn't arrived ,1
 i hope this doesn't last too long i feel miserable!,1
 RACHELhang outage is neccessary i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...,1
 Not Fun &ampFuriousThe new mantra for the Bay 2 BreakersIt was getting 2 rambunctious;the city overreacted &ampclamped down ,1
_benson  my hubby (for some reasonthinks it's more important he has a good spot for red carpet for the Trek Movie PremiereSod!,1
I swear no matter how long I've been getting up at 5amit never gets any easierMan my eyes hurts wah ,1
_Star JeffreeHow do you keep your hair one colorMy PERMANENT dye fades within the week ,1
 my reaction too  whoadidn't see that coming,1
still sickfeeling a bit bettergot some new medicine...hope I feel good after a night of sleepohhand it's suppose to snowWTF,1
 I think maybe you should get a couple more hours of sleephonHow productive can you be right now if ur dog tiredI worry ,1
 Thanks a lotLearned a lot of new words but didn't find what I was looking for,1
Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'This 5 gamertag thing is nonsense..and I'm tired of it ,1
New Testament Test at 9:30 am   ,1
 tons no hay Trollahhhh ,1
stupid movies we watched..mirrors ugggggh..stooopeeed!!rip off,1
 I love youBuck,1
last one!!but still not done!!,1
homework...,1
I don't understand why things get taken awayI didn't have enough time with him its unfairI want him back!He was like my baby ,1
Scratch thatdu in heif (two in a halfcookiesMy tum just can't take anymore shoogPoots ,1
 i was just listening to the sweets for the first time in foreveri miss them so much  can we go to chi town for visits plz?,1
Geez what a busy afternoonMeetingsemailsmeetings and email and more meetings6pm and the day is still goingAh its dark and ,1
DANG!!ANOTHER SPRING BREAK!! HOW COOL IS THAT?? TOO BAD I HAVE TO WORK ALL WEEK  OH WELLMORE MONEY FOR A PHONE ttyl EVERBODY!!!,1
_Kate Im afraid too  ur reply about uni from ages ago,1
feeling down ,1
 lol they are some emotional ass men!Omg all this late night eating.Both of us are broke ,1
_carter Aww Nick!I like your hair longerwhy did you cut it off BreakMyHeart.,1
 wonder if Jon lost the net,1
WowThe most depressing thing in the world is losing a video that you've created in a matter of seconds #FML,1
  But all says not in stock ,1
 lmao im sorry poohpot i ate it all,1
Any chance  Softbelly (for isn't loud,1
Time to move my posterior  and lose some fatMy articulation are creaking so no more running  but I�m drool for some swimming,1
listening to nathan cry...,1
today suckedI'm gonna die without chris and callum wahhh!,1
STOU site not updateno info about 2/2552 examand open courseI must wait for mail notices and docum..,1
...I'm sorryI'm feeling kinda yucky myself5am is going to come too quick ,1
is in love with scrappy and is missin him already ,1
wants to hear  's song but myspace is messing with me ,1
Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,1
_rebecca Man..intervention is soo sad ,1
HELPI need a new boyfriend..I'm stuck in a rut ,1
I feel like a complete idiotI'm the only one who doesn't get how this shit works  help me ,1
Saw an ad on Craigslist for a casting call for a female host on G4I was totally psychedBut realized it was a hoax ,1
Pepperoni rolls in L.A.?I called Valentino's they said that they had sausage rolls but no pepperoni rolls  ,1
 yesit will beit's only Monday ,1
i want the new GG episode already ,1
I miss watching Rocko's Modern Life,1
RIP Sandra....its so sad    how can someone do something like that??,1
Keeping my fingers crossed for my buddy    He is not feeling well.,1
Wait should I eat?Or be skinny for vegas!I'm hungry,1
_Inovera I tried tweetdeck once and I hated it with a passionOr it hated meI'm not sure..,1
 BTW my iPhone is acting funnydying quickly and freezing and BS I'm not admitting anythingjust sayin ,1
Sitting here wondering why &quot;ED&quotstill has such a strong hold on me ,1
 IM SORRY I GOT YOU SICK lolgoing to bed tooNIGHT!,1
 no Internet at homehave to drive into Ox to use Internet because of builders,1
_Buscemi the weather in Canada is freezing ,1
twiggassssssss I been out of range all day  I'm back now and hopefully for good.,1
 ,1
anyone who reads this pray for my GrandmaShe's in pain ,1
#3 woke up and was having an accident &quot;It's pushingit's pushing!&quothe was crying because he couldn't stop from wetting his pants ,1
Home from Franklin streetI almost jumped over a fireSomeone kicked it before I could Jenny lost her shoe.,1
 heyyou just changed your default,1
Finally gave in and was bored enough to start this thingI think the 140 is going to be a problem for me tho its like a myspace status.,1
 If oooonly we were really so luckyehAnd awh  Definitely too early for work.,1
buttload of homework,1
needs another copy of visual studio 2008 ,1
why to wethe only school in the worldbe in this week.My school is silly  anyway..look on the bright sideWhen i'm offu will be in,1
omg i've an economics testand i dont know all the things i have to know and omg im gonna fail ,1
 Once upon a time Hundred Islands was the pride of Philippine tourismbut coral/clam/rare fish poaching did it inKinda sad ,1
 yeahapparently i have really bad taste ,1
 I KNOWI was really surprised since everyone recommends them on youtube I have to call them tomorrow and figure it all out.,1
Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.Why me? I just want to sleep..,1
i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,1
 i'm sorry I don't understand your last comment ,1
 when is the announcementi stayed up late last night ,1
 this is strangeillegal torrents avlbl everywherelegal DVD not in stock  What do I do now???,1
ITS NOT ENOUGH TO SAY THAT IMISS U ,1
This trolley has up packed in like sardinesPadre game and they REMOVE a car?Good call MTS ,1
 JeezI was just trying to help  Haha.,1
 that happened to me saturday nightalong with my glittery green lighter,1
trying to reduce the number of cigarettes in each day,1
yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,1
gotta do my cooking assignment  its too hard,1
 okayabout the applepearsI've talked to a few people and they've ALL had them beforeNo one ever told menever ,1
 I know I'm a night owl by naturehahaha Am I a time zone behind youIt's almost 1 here,1
 lol nopebut i did have complete #camerafail ,1
  ButI'm useless if I don't sleep  It's not fairI want all the fun as well!!!,1
My Pookie has a UTI I have to be Nurse Gabbie and get him back to 100%!!No more sodas!!!!!!!!!!!!!!,1
 tweet something damn it and hang out with me please,1
 ,1
I'm SO behind in video gamesand everything for that matterI'm yesterday's news ,1
_til_noon I didit was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &ampate d mocha,1
Is stressing out because my blackberry keeps flashing a red alert status for no reason!Its faking me out and I hate it!!,1
 I wanna wear my Doc Martens outHaven't worn them since December,1
When to the shoe repair shop and the guy could not find my shoes So I have to go back and see if he can find them in a couple days,1
_Barnett I did not really see that coming ,1
just woke up from the most vividsketchynot-cool dreams of my lifetime to stare at the wall with the lights on,1
it'll take 3 days for my sister to get her passport ,1
 OH MY YES!i miss ,1
Uh oh..I think I am getting sick ,1
Good GOD they ruined my belly button!! ,1
Watching Who Framed Roger RabbitMakes me miss Toon Town,1
 renting.but very cheap rentingand awesome houseWe had 3 buying attempts fall through ,1
running nose spinning head not a good combination for a meeting,1
 NEGATIVE.you lost my vote of confidence ,1
Nasty budget due and my iphone is being sent to Apple today,1
_Noel that�s bad ,1
Dammitepisode 3 of Kings won't play for some reason  stopped in the middle now won't do anything,1
I'm so upset that I missed my chat and quiz online because my free internet has ceased ,1
can't believe itI'm in disbelief of it all in a way reallyHow much can I take from people and always get hurt by others!,1
Car show season has started without me ,1
my throat is raw,1
 I just don't get itWhat in a persons mind could even have them on some ish like this?? My prayers are with her fam for real,1
 I hate youI didn't need to see thatI need to call my therapist now,1
Twilight didn't come yesterday  fingers crossed for today,1
 glad I was able help you feel betterI hate to see you sick  Love you!,1
is tiredddddddwant to sleep but i have an assignment to finish and an exam tomorrow to study for ,1
You knowI was thinking..I need money ,1
omg..its jst teusday ,1
 _Henrie ummmmm i cant find it,1
Just heard that they found Sandra Cantu..She was only 8 yrs old ,1
 Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,1
 wow that last tweet made me seem like a giant sexist...sorry about that ,1
My bathtub drain is firedit haz 1 job 2 do&ampit iz FAILI got all Drano on its ass&ampiz STILL NOT DRAININGI wanna showerdangit!,1
stuck at home ,1
 mine is 1/10  how do you get it up?,1
Duckling in famous children's book stolen from Boston's Public Garden The Boston Globe  via  OH NO!,1
_News Thank youHoweverI hate to be on the same list that includes 2 convicts ,1
Heading to AltrinchamagainOut of hours install ,1
MORNING!!Good im bloody knackered!!Work is not for me today  HELPPP!!!xxx,1
  I don't have a garage But you can park in my driveway!,1
  What happened?,1
&quot;On popular music&quotby T.W.Adorno is probably the most difficult reading ever prescribedI'm actually struggling to continue ,1
 cant see the flowers falling  i dont have a camerajust my cellphone,1
We've been goodI'm not liking the snow right nowwas getting used to the nice Spring-like weather How about you?,1
_armstrong What a pity YouTube is currently blocked in China I can't see the vids,1
 what happened to your show it was the hightlight of my life ,1
This is the best leather sofa in the world It's in the office though which means I'm still here working ,1
Still 3 more days until my Internet gets uncapped ,1
If he doesn't get better in a few dayshe could have something lodged in his belly ,1
